Incident;Date reported;Time reported;Date occurred;Time occurred;General Location;Crime Description;Disposition
CC1300640;1/25/2013;12:00:00 a. m.;1/23/2013;5:20:00 a. m.;FIFTH / STOUGHTON;DUI;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300582;1/25/2013;12:00:00 a. m.;1/20/2013;4:57:00 p. m.;THE PORCH;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
;;;;;;;
CC1300502;1/25/2013;12:00:00 a. m.;1/18/2013;3:21:00 p. m.;CIRCLE K;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300532;1/25/2013;12:00:00 a. m.;1/19/2013;2:39:00 a. m.;100 blk of SPRINGFIELD AV E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300632;1/25/2013;12:00:00 a. m.;1/22/2013;5:58:00 p. m.;CLYBORNS,CH;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
263-2013;1/25/2013;9:58:00 a. m.;1/24/2013;7:19:00 p. m.;LEONARD HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
273-2013;1/25/2013;9:00:00 a. m.;1/16/2013;4:00:00 a. m.;CLARK HALL;THEFT;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300121;1/26/2013;9:03:00 a. m.;1/26/2013;9:03:00 a. m.;MAPLE ST W / PROSPECT;WARRANT-IN STATE;ARREST
;;;;;;;
II1300122;1/26/2013;11:22:00 a. m.;1/26/2013;11:22:00 a. m.;GOODWIN AV S / GREEN;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
CC1300660;1/26/2013;12:00:00 a. m.;1/23/2012;4:00:00 p. m.;AUTO ZONE;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300666;1/26/2013;12:00:00 a. m.;1/23/2013;7:44:00 p. m.;CIRCLE K;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300629;1/26/2013;12:00:00 a. m.;1/21/2013;8:00:00 a. m.;100 blk of GREEN ST E;IDENTITY THEFT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300612;1/26/2013;12:00:00 a. m.;1/22/2013;12:15:00 a. m.;ILLINI VIDEO ARCADE;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
II1300123;1/27/2013;12:25:00 a. m.;1/27/2013;12:25:00 a. m.;SIXTH ST S / ARMORY AV;CANNABIS-DELIVERY 30GM &;ARREST
;;;;;;UNDER;
II1300125;1/27/2013;4:22:00 p. m.;1/27/2013;4:21:00 p. m.;ISR;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300124;1/27/2013;1:22:00 a. m.;1/27/2013;1:22:00 a. m.;MOBIL SUPER PANTRY;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300114;1/27/2013;8:30:00 p. m.;1/27/2013;8:30:00 p. m.;300 blk of GREEN STREET E;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
II1300114;1/27/2013;8:30:00 p. m.;1/27/2013;8:30:00 p. m.;300 blk of GREEN STREET E;CONTROLLED SUBSTANCE-;ARREST
;;;;;;POSSESSION;
II1300114;1/27/2013;8:30:00 p. m.;1/27/2013;8:30:00 p. m.;300 blk of GREEN STREET E;CONTROLLED SUBSTANCE-MANUF-;PENDING
;;;;;;INTENT;
II1300114;1/27/2013;8:30:00 p. m.;1/27/2013;8:30:00 p. m.;300 blk of GREEN STREET E;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
II1300126;1/27/2013;8:30:00 p. m.;1/27/2013;8:30:00 p. m.;300 blk of GREEN ST E;CANNABIS-POSS 30 GM & UNDER;PENDING
;;;;;;;
II1300126;1/27/2013;8:30:00 p. m.;1/27/2013;8:30:00 p. m.;300 blk of GREEN ST E;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1300126;1/27/2013;8:30:00 p. m.;1/27/2013;8:30:00 p. m.;300 blk of GREEN ST E;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
II1300128;1/28/2013;9:44:00 a. m.;1/22/2013;4:30:00 p. m.;VET MED BASIC SCIENCE;BURGLARY;UNFOUNDED
;;;;;;;
286-2013;1/28/2013;9:48:00 a. m.;1/27/2013;4:20:00 p. m.;WARDALL HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
276-2013;1/28/2013;10:53:00 a. m.;1/25/2013;10:10:00 p. m.;TAFT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
277-2013;1/28/2013;10:52:00 a. m.;1/26/2013;12:21:00 a. m.;SCOTT HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
283-2013;1/28/2013;9:53:00 a. m.;1/27/2013;2:10:00 a. m.;TRELEASE HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
285-2013;1/28/2013;9:50:00 a. m.;1/26/2013;1:26:00 a. m.;TRELEASE HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300134;1/29/2013;11:48:00 a. m.;1/22/2013;12:00:00 p. m.;ICYT;CRIMINAL DAMAGE TO PROPERTY;ADMIN. CLOSE
;;;;;;;
II1300138;1/29/2013;4:50:00 p. m.;1/29/2013;4:50:00 p. m.;200 blk of NEIL STREET S;WARRANT-IN STATE;ARREST
;;;;;;;
II1300136;1/29/2013;12:06:00 p. m.;1/20/2013;5:00:00 p. m.;ASIAN AMERICAN CULTURE;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
CC1300571;1/29/2013;12:00:00 a. m.;1/20/2013;4:30:00 a. m.;SIGMA ALPHA MU;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
II1300140;1/30/2013;11:30:00 a. m.;1/30/2013;11:30:00 a. m.;ARMORY;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1300140;1/30/2013;11:30:00 a. m.;1/30/2013;11:30:00 a. m.;ARMORY;TRESPASS-STATE SUPPORTED;ARREST
;;;;;;LAND;
II1300143;1/30/2013;4:52:00 p. m.;1/30/2013;4:52:00 p. m.;ILLINOIS BUS TERMINAL;WARRANT-IN STATE;ARREST
;;;;;;;
CC1300687;1/30/2013;12:00:00 a. m.;1/14/2013;7:00:00 p. m.;100 blk of GREEN ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300756;1/30/2013;12:00:00 a. m.;1/25/2013;9:30:00 p. m.;1000 blk of THIRD ST S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300718;1/30/2013;12:00:00 a. m.;1/23/2013;12:01:00 a. m.;100 blk of DANIEL ST E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CSA-13-2;1/30/2013;12:37:00 p. m.;12/13/2012;UNKNOWN;CHAMPAIGN APT;SEX OFFENSE;ADMIN. CLOSED
;;;;;;;
II1300149;1/31/2013;11:35:00 p. m.;1/31/2013;11:35:00 p. m.;JOHN ST E / FOURTH ST;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300148;1/31/2013;11:06:00 p. m.;1/31/2013;11:06:00 p. m.;VAN DOREN RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300148;1/31/2013;11:06:00 p. m.;1/31/2013;11:06:00 p. m.;VAN DOREN RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CC1300716;1/31/2013;12:00:00 a. m.;1/15/2013;12:00:00 p. m.;300 blk of WHITE ST E;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
UU1300451;1/31/2013;12:00:00 a. m.;1/29/2013;1:10:00 p. m.;800 blk of LINCOLN AV S;DOMESTIC BATTERY;REPORTED TO OTHER
;;;;;;;AGENCY
249-2013;1/31/2013;10:15:00 a. m.;1/23/2013;8:45:00 p. m.;Allen Hall;DRUGS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
314-2013;1/31/2013;2:19:00 p. m.;1/30/2013;6:00:00 p. m.;FORBES HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
305-2013;1/31/2013;9:41:00 a. m.;1/29/2013;1:30:00 a. m.;SHELDON HALL;THREATS;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CSA-13-3;1/31/2013;5:15:00 a. m.;1/27/2013;UNKNOWN;FRATERNITY;SEX OFFENSE;ADMIN. CLOSED
;;;;;;;
II1300152;2/1/2013;1:13:00 p. m.;1/31/2013;1:30:00 p. m.;CRCE;THEFT OVER;PENDING
;;;;;;;
II1300160;2/1/2013;9:40:00 p. m.;2/1/2013;9:40:00 p. m.;PAR;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1300160;2/1/2013;9:40:00 p. m.;2/1/2013;9:40:00 p. m.;PAR;LIQUOR-ILLEGAL CONSUMPTION;ARREST
;;;;;;BY MINOR;
II1300150;2/1/2013;9:29:00 a. m.;2/1/2013;9:29:00 a. m.;PARKING LOT C-7;THEFT-LABOR OR SERVICES;ADMIN. CLOSE
;;;;;;;
II1300159;2/1/2013;7:33:00 p. m.;2/1/2013;7:33:00 p. m.;WESTON RESIDENCE HALL;CANNABIS-DELIVERY OVER 30GM;ARREST
;;;;;;;
II1300159;2/1/2013;7:33:00 p. m.;2/1/2013;7:33:00 p. m.;WESTON RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
329-2013;2/1/2013;11:15:00 a. m.;1/31/2013;11:10:00 p. m.;VAN DOREN HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300162;2/2/2013;2:13:00 a. m.;2/2/2013;2:13:00 a. m.;FIRST ST S / DANIEL ST;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1300163;2/2/2013;1:30:00 p. m.;2/1/2013;11:00:00 a. m.;DAVID KINLEY HALL;THEFT OVER;UNFOUNDED
;;;;;;;
II1300168;2/2/2013;10:17:00 p. m.;2/2/2013;10:17:00 p. m.;1100 blk of OREGON W;CANNABIS-DELIVERY OVER 30GM;ARREST
;;;;;;;
II1300168;2/2/2013;10:17:00 p. m.;2/2/2013;10:17:00 p. m.;1100 blk of OREGON W;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1300166;2/2/2013;8:27:00 p. m.;2/2/2013;8:27:00 p. m.;UNIVERSITY E / FIRST;POSS OF DRUG PARAPHENALIA;ARREST
;;;;;;;
II1300170;2/2/2013;10:54:00 p. m.;2/2/2013;10:54:00 p. m.;KCPA;CONTROLLED SUBSTANCE-;ARREST
;;;;;;POSSESSION;
II1300170;2/2/2013;10:54:00 p. m.;2/2/2013;10:54:00 p. m.;KCPA;CONTROLLED SUBSTANCE-MANUF-;ARREST
;;;;;;INTENT;
II1300170;2/2/2013;10:54:00 p. m.;2/2/2013;10:54:00 p. m.;KCPA;CANNABIS-DELIVERY OVER 30GM;PENDING
;;;;;;;
II1300170;2/2/2013;10:54:00 p. m.;2/2/2013;10:54:00 p. m.;KCPA;DRUG EQUIPMENT-POSSESSION;PENDING
;;;;;;;
II1300169;2/2/2013;10:48:00 p. m.;2/2/2013;10:48:00 p. m.;OREGON / GOODWIN;ASSIST/K9;ADMIN. CLOSE
;;;;;;;
II1300167;2/2/2013;8:49:00 p. m.;2/2/2013;8:49:00 p. m.;MARKET ST / EUREKA ST;ASSIST/K9 SEARCH;ADMIN. CLOSE
;;;;;;;
II1300172;2/3/2013;3:20:00 p. m.;2/3/2013;3:20:00 p. m.;TRELEASE RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
;;;;;;;
II1300172;2/3/2013;3:20:00 p. m.;2/3/2013;3:20:00 p. m.;TRELEASE RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1300173;2/4/2013;2:23:00 a. m.;2/4/2013;2:23:00 a. m.;SPRINGFIELD AV W / MATHEWS AV;DRIVING UNDER THE INFL-;ARREST
;;;;;;ALCOHOL;
II1300173;2/4/2013;2:23:00 a. m.;2/4/2013;2:23:00 a. m.;SPRINGFIELD AV W / MATHEWS AV;BREATH ALCOHOL OVER LIMIT;ARREST
;;;;;;;
II1300174;2/4/2013;10:13:00 a. m.;2/1/2013;10:00:00 a. m.;CRCE;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1300178;2/4/2013;6:53:00 p. m.;2/4/2013;6:53:00 p. m.;LOCUST ST W / WOOD ST;ENDANG LIFE/HEALTH OF CHILD;ARREST
;;;;;;;
II1300178;2/4/2013;6:53:00 p. m.;2/4/2013;6:53:00 p. m.;LOCUST ST W / WOOD ST;WARRANT-IN STATE;ARREST
;;;;;;;
II1300176;2/4/2013;2:49:00 p. m.;2/4/2013;10:17:00 a. m.;ALLEN RESIDENCE HALL;BURGLARY RESIDENTIAL;PENDING
;;;;;;;
II1300180;2/4/2013;9:29:00 p. m.;2/4/2013;9:29:00 p. m.;WARDALL RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300180;2/4/2013;9:29:00 p. m.;2/4/2013;9:29:00 p. m.;WARDALL RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CC1300782;2/4/2013;12:00:00 a. m.;1/27/2013;1:30:00 a. m.;FIREHAUS BAR;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300807;2/4/2013;12:00:00 a. m.;1/28/2013;1:30:00 a. m.;CHESTER ST BAR;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300841;2/4/2013;12:00:00 a. m.;1/29/2013;12:25:00 a. m.;RED LION;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300738;2/4/2013;12:00:00 a. m.;1/25/2013;10:58:00 p. m.;RED LION;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300760;2/4/2013;12:00:00 a. m.;1/26/2013;3:35:00 p. m.;900 blk of LOCUST S;ROBBERY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300945;2/4/2013;12:00:00 a. m.;2/1/2013;11:00:00 p. m.;BROTHERS BAR & GRILL;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300948;2/4/2013;12:00:00 a. m.;2/1/2013;9:15:00 p. m.;THIRD ST S / DANIEL ST;NON-FORCIBLE SEX OFFENSE;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300944;2/4/2013;12:00:00 a. m.;2/1/2013;10:40:00 p. m.;ILLINI INN;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300806;2/4/2013;12:00:00 a. m.;1/27/2013;6:00:00 p. m.;200 blk of E WHITE ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300845;2/4/2013;12:00:00 a. m.;1/28/2013;9:45:00 a. m.;1000 blk of THIRD ST S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300853;2/4/2013;12:00:00 a. m.;1/26/2013;5:00:00 p. m.;300 blk of CHALMERS ST E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300781;2/4/2013;12:00:00 a. m.;1/27/2013;1:30:00 a. m.;JOHN ST E / FIRST ST;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
;;;;;;;
340-2013;2/4/2013;9:40:00 a. m.;2/2/2013;9:00:00 p. m.;TAFT HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
344-2013;2/4/2013;9:56:00 a. m.;2/4/2013;2:20:00 a. m.;PAR DINING;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
324-2013;2/4/2013;1:42:00 p. m.;2/1/2013;4:00:00 a. m.;LEONARD HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
335-2013;2/4/2013;9:32:00 a. m.;2/1/2013;11:20:00 p. m.;WESTON HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
336-2013;2/4/2013;9:45:00 a. m.;2/1/2013;11:45:00 p. m.;ALLEN HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
341-2013;2/4/2013;9:34:00 a. m.;2/2/2013;11:15:00 p. m.;HOPKINS HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
342-2013;2/4/2013;9:43:00 a. m.;2/3/2013;2:20:00 a. m.;OGLESBY HALL;LIQUOR;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300141;2/5/2013;12:45:00 p. m.;1/30/2013;12:45:00 p. m.;CAMARGO;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
CC1300946;2/5/2013;12:00:00 a. m.;2/1/2013;11:25:00 p. m.;CLYBOURNES;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300947;2/5/2013;12:00:00 a. m.;2/1/2013;11:40:00 p. m.;700 blk of SIXTH S;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300986;2/5/2013;12:00:00 a. m.;2/3/2013;2:00:00 a. m.;RED LION;AGGRAVATED ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300953;2/5/2013;12:00:00 a. m.;2/2/2013;1:30:00 a. m.;RED LION;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300950;2/5/2013;12:00:00 a. m.;2/2/2013;12:20:00 a. m.;WHITE HORSE INN;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300813;2/5/2013;12:00:00 a. m.;1/27/2013;3:00:00 a. m.;blk of ARMORY E;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300920;2/5/2013;12:00:00 a. m.;2/1/2013;1:17:00 a. m.;900 blk of LOCUST ST S;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300905;2/5/2013;12:00:00 a. m.;12/1/2012;10:00:00 p. m.;FIFTH S / GREEN;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300929;2/5/2013;12:00:00 a. m.;11/3/2012;1:30:00 p. m.;JOE'S BREWERY;UNLAW USE ID;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300900;2/5/2013;12:00:00 a. m.;2/1/2013;1:15:00 a. m.;900 blk of SECOND S;DESTR/DAMAG/VAND;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300940;2/5/2013;12:00:00 a. m.;2/1/2013;7:20:00 p. m.;COUNTY MARKET;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CSA-13-4;2/5/2013;9:06:00 a. m.;10/1/2012;UNKNOWN;SNYDER RESIDENCE HALL;SEX OFFENSE;ADMIN. CLOSED
;;;;;;;
II1300184;2/6/2013;2:36:00 a. m.;2/6/2013;2:36:00 a. m.;FOURTH ST S / JOHN ST;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1300186;2/6/2013;8:28:00 a. m.;2/6/2013;8:28:00 a. m.;UNDERGRAD LIBRARY;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1300192;2/6/2013;6:40:00 p. m.;2/6/2013;6:40:00 p. m.;CATLIN, IL;ASSIST OTHER GOVT AGENCY/EOD;ADMIN. CLOSE
;;;;;;;
II1300191;2/6/2013;10:43:00 p. m.;2/6/2013;10:43:00 p. m.;FORBES RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1300191;2/6/2013;10:43:00 p. m.;2/6/2013;10:43:00 p. m.;FORBES RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300193;2/6/2013;10:58:00 p. m.;2/6/2013;10:58:00 p. m.;TAFT RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300193;2/6/2013;10:58:00 p. m.;2/6/2013;10:58:00 p. m.;TAFT RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CC1300949;2/6/2013;12:00:00 a. m.;2/1/2013;11:40:00 p. m.;FIREHAUS;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300951;2/6/2013;12:00:00 a. m.;2/2/2013;1:00:00 a. m.;KAM'S BAR;LIQUOR;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300958;2/6/2013;12:00:00 a. m.;2/2/2013;2:45:00 a. m.;FOURTH STREET S / CHALMERS;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300985;2/6/2013;12:00:00 a. m.;2/3/2013;1:05:00 a. m.;BROTHERS BAR;SIMPLE ASSAULT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1301046;2/6/2013;12:00:00 a. m.;2/5/2013;2:21:00 p. m.;500 blk of E STOUGHTON ST;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300999;2/6/2013;12:00:00 a. m.;2/1/2013;7:00:00 a. m.;SIGMA PHI EPSILON;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300968;2/6/2013;12:00:00 a. m.;2/2/2013;10:40:00 a. m.;SILVER MINE SUBS;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
CC1300957;2/6/2013;12:00:00 a. m.;2/2/2012;12:01:00 a. m.;FIREHAUS;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
353-2013;2/6/2013;10:34:00 a. m.;2/4/2013;9:30:00 p. m.;WARDALL HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
368-2013;2/6/2013;10:26:00 a. m.;2/5/2013;6:40:00 p. m.;TOWNSEND HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300195;2/7/2013;1:26:00 a. m.;2/7/2013;1:26:00 a. m.;MURPHY'S PUB;BATTERY-AGGRAVATED;ARREST
;;;;;;;
II1300195;2/7/2013;1:26:00 a. m.;2/7/2013;1:26:00 a. m.;MURPHY'S PUB;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
II1300195;2/7/2013;1:26:00 a. m.;2/7/2013;1:26:00 a. m.;MURPHY'S PUB;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1300194;2/7/2013;12:31:00 a. m.;2/7/2013;12:31:00 a. m.;SIXTH ST / GREEN ST;POSSESSION OF CANNABIS;ARREST
;;;;;;;
II1300194;2/7/2013;12:31:00 a. m.;2/7/2013;12:31:00 a. m.;SIXTH ST / GREEN ST;POSS OF DRUG PARAPHENALIA;ARREST
;;;;;;;
II1300198;2/7/2013;1:46:00 p. m.;2/7/2013;1:46:00 p. m.;GREGORY DRIVE / FOURTH ST;ASSIST OTHER POLICE DEPT;ADMIN. CLOSE
;;;;;;;
II1300198;2/7/2013;1:46:00 p. m.;2/7/2013;1:46:00 p. m.;GREGORY DRIVE / FOURTH ST;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300198;2/7/2013;1:46:00 p. m.;2/7/2013;1:46:00 p. m.;GREGORY DRIVE / FOURTH ST;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1300197;2/7/2013;11:00:00 a. m.;1/25/2013;12:00:00 p. m.;HYDROGEN LIQUEFIER BLDG;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1300200;2/7/2013;10:41:00 p. m.;2/7/2013;10:41:00 p. m.;SNYDER RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300199;2/7/2013;10:09:00 p. m.;2/7/2013;10:09:00 p. m.;TOWNSEND RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300199;2/7/2013;10:09:00 p. m.;2/7/2013;10:09:00 p. m.;TOWNSEND RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;STUDENT DISCIPLINE
;;;;;;;REFERRAL
II1300234;2/7/2013;9:27:00 p. m.;2/7/2013;9:00:00 p. m.;OAK ST LIBRARY;ARSON;ARREST
;;;;;;;
II1300234;2/7/2013;9:27:00 p. m.;2/7/2013;9:00:00 p. m.;OAK ST LIBRARY;TRESPASS NOTICE;ADMIN. CLOSE
;;;;;;;
II1300203;2/8/2013;8:45:00 a. m.;2/7/2013;5:00:00 p. m.;HENRY ADMIN;CRIMINAL DEFACEMENT OF;ADMIN. CLOSE
;;;;;;PROPERTY;
II1300206;2/8/2013;2:25:00 p. m.;2/8/2013;1:30:00 p. m.;ILLINI UNION;THEFT UNDER;ADMIN. CLOSE
;;;;;;;
II1300205;2/8/2013;12:43:00 p. m.;2/1/2013;11:05:00 p. m.;BABCOCK RESIDENCE HALL;POSSESSION STOLEN PROPERTY;PENDING
;;;;;;;
II1300209;2/8/2013;8:42:00 p. m.;2/8/2013;8:42:00 p. m.;2400 blk of GREEN E;ASSIST/K9;ADMIN. CLOSE
;;;;;;;
CC1205368;2/8/2013;12:00:00 a. m.;5/29/2012;2:50:00 a. m.;400 blk of FIFTH S;DIS CONDUCT;REPORTED TO OTHER
;;;;;;;AGENCY
CC1301051;2/8/2013;12:00:00 a. m.;2/5/2013;5:45:00 p. m.;DEN LIQUOR;SALES OF TOBACCO;REPORTED TO OTHER
;;;;;;;AGENCY
CC1301019;2/8/2013;12:00:00 a. m.;2/4/2013;4:00:00 a. m.;SILVER MINE SUBS;LARCENY;REPORTED TO OTHER
;;;;;;;AGENCY
371-2013;2/8/2013;5:22:00 p. m.;2/6/2013;8:45:00 p. m.;SCOTT HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
376-2013;2/8/2013;4:55:00 p. m.;2/6/2013;10:55:00 p. m.;TAFT HALL;DRUG;STUDENT DISCIPLINE
;;;;;;;REFERRAL
CSA-13-5;2/8/2013;4:26:00 p. m.;1/19/2013;UNKNOWN;FRATERNITY;SEX OFFENSE;ADMIN. CLOSED
;;;;;;;
II1300211;2/9/2013;1:57:00 a. m.;2/9/2013;1:57:00 a. m.;SCOTT RESIDENCE HALL;CANNABIS-POSS 30 GM & UNDER;ARREST
;;;;;;;
II1300211;2/9/2013;1:57:00 a. m.;2/9/2013;1:57:00 a. m.;SCOTT RESIDENCE HALL;DRUG EQUIPMENT-POSSESSION;ARREST
;;;;;;;
II1300210;2/9/2013;1:57:00 a. m.;2/9/2013;1:57:00 a. m.;SIXTH ST S / GREEN ST;RESIST/OBSTRUCT/DISARM AN;ARREST
;;;;;;OFFICER;
II1300214;2/9/2013;2:21:00 p. m.;2/8/2013;7:00:00 p. m.;PARKING LOT C-7;BURGLARY FROM MOTOR;ADMIN. CLOSE
;;;;;;VEHICLE;
II1300213;2/9/2013;1:17:00 p. m.;2/9/2013;1:17:00 p. m.;1100 blk of SPRINGFIELD AV W;WARRANT-IN STATE;ARREST
;;;;;;;
II1300212;2/9/2013;12:31:00 p. m.;2/7/2013;5:00:00 p. m.;CHEM ANNEX;THEFT OVER;ARREST
;;;;;;;
II1300215;2/9/2013;4:49:00 p. m.;2/9/2013;4:00:00 p. m.;CRCE;THEFT OVER;ADMIN. CLOSE
;;;;;;;
CC1301064;2/9/2013;12:00:00 a. m.;2/6/2013;2:16:00 a. m.;500 blk of STOUGHTON ST E;ROBBERY;REPORTED TO OTHER
;;;;;;;AGENCY
