Incident,Date reported,Time reported,Date occurred,Time occurred,General Location,Crime Description,Disposition
FI140290026,1/29/2014,2:13:00 a. m.,1/29/2014,2:13:00 a. m.,900 COLLEGE CT,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140290376,1/29/2014,9:00:00 p. m.,1/29/2014,9:00:00 p. m.,STATE FARM CENTER,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140290445,1/29/2014,11:59:00 p. m.,1/29/2014,11:59:00 p. m.,BOUSFIELD RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI140290032,1/29/2014,2:40:00 a. m.,1/29/2014,2:40:00 a. m.,TRELEASE RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00197-2014,1/29/2014,9:22:00 p. m.,1/29/2014,9:22:00 p. m.,LEONARD RESD HALL,DRUGS,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400153,1/30/2014,1:47:00 p. m.,1/30/2014,1:47:00 p. m.,PAR DINING HALL,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1400158,1/30/2014,7:59:00 p. m.,1/30/2014,4:27:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
FI140300014,1/30/2014,12:40:00 a. m.,1/30/2014,12:40:00 a. m.,1000-BLK S LINCOLN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140300067,1/30/2014,5:27:00 a. m.,1/30/2014,5:27:00 a. m.,ILLINI UNION,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140300319,1/30/2014,3:40:00 p. m.,1/30/2014,3:40:00 p. m.,ILLINI UNION BOOKSTORE,THEFT,STUDENT DISCIPLINE
,,,,,,,REFERRAL
CSA14-1,1/30/2014,10:53:00 a. m.,1/26/2014,UNKNOWN,KAPPA ALPHA PSI,SEX OFFENSE,ADMIN. CLOSED
,,,,,,,
II1400159,1/31/2014,12:01:00 a. m.,1/31/2014,12:01:00 a. m.,ORCHARD DOWNS,DOMESTIC DISPUTE,ADMIN. CLOSE
,,,,,,,
II1400160,1/31/2014,1:49:00 a. m.,1/31/2014,1:49:00 a. m.,100 blk of FOURTH N,WARRANT-IN STATE,ARREST
,,,,,,,
II1400161,1/31/2014,9:10:00 a. m.,1/31/2014,9:10:00 a. m.,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST
,,,,,,,
II1400162,1/31/2014,9:25:00 a. m.,1/31/2014,9:25:00 a. m.,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST
,,,,,,,
FI140310478,1/31/2014,10:50:00 p. m.,1/31/2014,10:50:00 p. m.,PARKING LOT C-10,PUBLIC URINATION,ADMIN. CLOSED
,,,,,,,
FI140310498,1/31/2014,11:31:00 p. m.,1/31/2014,11:31:00 p. m.,PARKING LOT C-3,DISORDERLY,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00231-2014,1/31/2014,10:50:00 p. m.,1/31/2014,10:50:00 p. m.,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
00234-2014,1/31/2014,9:15:00 p. m.,1/31/2015,9:15:00 p. m.,ALLEN RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400170,2/1/2014,10:02:00 a. m.,2/1/2014,10:02:00 a. m.,1000 blk of STOUGHTON W,ASSIST UPD W/DOMESTIC,ADMIN. CLOSE
,,,,,,,
II1400175,2/1/2014,11:54:00 p. m.,2/1/2014,11:54:00 p. m.,PARKING LOT D-15,CONTROLLED SUBSTANCE-,ARREST
,,,,,,POSSESSION,
II1400175,2/1/2014,11:54:00 p. m.,2/1/2014,11:54:00 p. m.,PARKING LOT D-15,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1400175,2/1/2014,11:54:00 p. m.,2/1/2014,11:54:00 p. m.,PARKING LOT D-15,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400175,2/1/2014,11:54:00 p. m.,2/1/2014,11:54:00 p. m.,PARKING LOT D-15,WARRANT-IN STATE,ARREST
,,,,,,,
UU1400582,2/1/2014,12:00:00 a. m.,2/1/2014,10:00:00 a. m.,1000 blk of STOUGHTON ST,DOMESTIC BATTERY,REPORTED TO OTHER
,,,,,,,AGENCY
FI140320071,2/1/2014,2:46:00 a. m.,2/1/2014,2:46:00 a. m.,300-BLK DANIEL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140320083,2/1/2014,3:12:00 a. m.,2/1/2014,3:12:00 a. m.,LINCOLN/GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140320338,2/1/2014,6:50:00 p. m.,2/1/2014,6:50:00 p. m.,STATE FARM CENTER,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI140320525,2/1/2014,11:10:00 p. m.,2/1/2014,11:10:00 p. m.,900 W OREGON,DRUGS,ADMIN. CLOSED
,,,,,,,
00232-2014,2/1/2014,1:44:00 a. m.,2/1/2014,1:44:00 a. m.,OGLESBY RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
00233-2014,2/1/2014,2:10:00 a. m.,2/1/2014,2:10:00 a. m.,HOPKINS RESD HALL,DRUGS,STUDENT DISCPLINE
,,,,,,,REFERRAL
00235-2014,2/1/2014,1:00:00 a. m.,2/1/2014,1:00:00 a. m.,ALLEN RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
00240-2014,2/1/2014,7:30:00 p. m.,2/1/2014,7:30:00 p. m.,WARDALL RESD HALL,DRUGS,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400176,2/2/2014,12:28:00 a. m.,2/2/2014,12:28:00 a. m.,FOURTH ST / SPRINGFIELD AVE,WARRANT-IN STATE,ARREST
,,,,,,,
II1400177,2/2/2014,12:45:00 a. m.,2/2/2014,12:45:00 a. m.,ENGINEERING HALL,CRIMINAL DAMAGE GOVT SUPPORT,ARREST
,,,,,,PROP,
II1400177,2/2/2014,12:45:00 a. m.,2/2/2014,12:45:00 a. m.,ENGINEERING HALL,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1400177,2/2/2014,12:45:00 a. m.,2/2/2014,12:45:00 a. m.,ENGINEERING HALL,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1400178,2/2/2014,1:37:00 a. m.,2/2/2014,1:35:00 a. m.,MOBIL SUPER PANTRY,ASSIST UPD W/RETAIL THEFT,ADMIN. CLOSE
,,,,,,,
II1400180,2/2/2014,5:57:00 p. m.,2/2/2014,5:57:00 p. m.,CARR RESIDENCE HALL,CRIMINAL DAMAGE TO PROPERTY,ADMIN. CLOSE
,,,,,,,
II1400181,2/2/2014,11:01:00 p. m.,2/2/2014,11:01:00 p. m.,FIRST ST S / STOUGHTON ST E,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
CC1400727,2/2/2014,12:00:00 a. m.,1/23/2014,5:00:00 p. m.,blk of E JOHN ST,DOMESTIC,REPORTED TO OTHER
,,,,,,,AGENCY
FI140330009,2/2/2014,12:21:00 a. m.,2/2/2014,12:21:00 a. m.,SCOTT RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140330115,2/2/2014,5:41:00 a. m.,2/2/2014,5:41:00 a. m.,BLAISDELL RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140330377,2/2/2014,9:56:00 p. m.,2/2/2014,9:56:00 p. m.,EVANS RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AR140330115,2/2/2014,5:40:00 a. m.,2/2/2014,5:40:00 a. m.,ISR,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00242-2014,2/2/2014,12:10:00 a. m.,2/2/2014,12:10:00 a. m.,ALLEN RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
00243-2014,2/2/2014,3:19:00 a. m.,2/2/2014,3:19:00 a. m.,SNYDER RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
00244-2014,2/2/2014,1:30:00 a. m.,2/2/2014,1:30:00 a. m.,TOWNSEND RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400184,2/3/2014,11:32:00 a. m.,2/3/2014,11:31:00 a. m.,ROGERS ADAMS LABORATORY,VIOLATION ORDER PROTECTION,ARREST
,,,,,,,
II1400185,2/3/2014,3:37:00 p. m.,2/3/2014,3:00:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
CC1400666,2/3/2014,12:00:00 a. m.,1/25/2014,2:09:00 p. m.,blk of CHALMERS ST,DRUGS,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400564,2/3/2014,12:00:00 a. m.,1/22/2014,12:54:00 a. m.,FAT SANDWICH,LIQUOR,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400649,2/3/2014,12:00:00 a. m.,1/24/2014,11:30:00 p. m.,RED LION,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400676,2/3/2014,12:00:00 a. m.,1/25/2014,7:40:00 p. m.,GOLDEN WOK,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400671,2/3/2014,12:00:00 a. m.,1/24/2014,8:45:00 p. m.,500 blk of S THIRD ST,MOTOR VEHICLE THEFT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400687,2/3/2014,12:00:00 a. m.,1/26/2014,8:30:00 a. m.,E DANIEL ST / THIRD ST,DISORDERLY SUBJECT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400528,2/3/2014,12:00:00 a. m.,1/19/2014,1:15:00 a. m.,RED LION,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400674,2/3/2014,12:00:00 a. m.,1/25/2014,6:45:00 p. m.,MOBIL SUPER PANTRY,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400664,2/3/2014,12:00:00 a. m.,1/20/2014,3:00:00 p. m.,600 blk of S WRIGHT ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400650,2/3/2014,12:00:00 a. m.,1/25/2014,1:21:00 a. m.,GREEN ST / S FOURTH ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400641,2/3/2014,12:00:00 a. m.,1/24/2014,7:03:00 p. m.,THE SMOKE SHACK,AGGRAVATED ASSAULT,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400552,2/3/2014,12:00:00 a. m.,1/15/2014,5:00:00 p. m.,300 blk of JOHN ST E,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400585,2/3/2014,12:00:00 a. m.,1/20/2014,3:30:00 p. m.,blk of JOHN ST E,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400575,2/3/2014,12:00:00 a. m.,12/27/2013,12:27:00 p. m.,OMEGA DELTA FRATERNITY,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400596,2/3/2014,12:00:00 a. m.,1/23/2014,11:09:00 a. m.,200 blk of CLARK ST E,DOMESTIC,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400562,2/3/2014,12:00:00 a. m.,1/21/2014,10:50:00 p. m.,500 blk of E SPRINGFIELD,NOISE VIOLATION,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400563,2/3/2014,12:00:00 a. m.,12/29/2013,4:00:00 p. m.,500 blk of S SIXTH ST,BURGLARY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400524,2/3/2014,12:00:00 a. m.,1/20/2014,1:00:00 a. m.,200 blk of E JOHN ST,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400565,2/3/2014,12:00:00 a. m.,1/22/2014,12:49:00 a. m.,CLYBOURNES,DESTR/DAMAG/VAND,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400729,2/3/2014,12:00:00 a. m.,1/26/2014,3:30:00 p. m.,CHAMPAIGN PUBLIC LIBRARY,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400464,2/3/2014,12:00:00 a. m.,1/18/2014,3:43:00 p. m.,900 blk of S OAK ST,HARRASMENT BY ELEC COMM,REPORTED TO OTHER
,,,,,,,AGENCY
CC1400577,2/3/2014,12:00:00 a. m.,1/22/2014,2:15:00 p. m.,900 blk of OAK ST S,STALKING,REPORTED TO OTHER
,,,,,,,AGENCY
FI140340010,2/3/2014,12:23:00 a. m.,2/3/2014,12:23:00 a. m.,HOPKINS RESD HALL,DRUGS,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140340064,2/3/2014,3:49:00 a. m.,2/3/2014,3:49:00 a. m.,MUSIC BLDG,LIQUOR,ADMIN. CLOSED
,,,,,,,
AR140340010,2/3/2014,12:25:00 a. m.,2/3/2014,12:25:00 a. m.,HOPKINS RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
UU1400163,2/4/2014,12:00:00 a. m.,11/8/2013,12:01:00 a. m.,500 blk of BUSEY AV S,LARCENY,REPORTED TO OTHER
,,,,,,,AGENCY
FI140350011,2/4/2014,12:37:00 a. m.,2/4/2014,12:37:00 a. m.,TRELEASE RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AR140350011,2/4/2014,12:37:00 a. m.,2/4/2014,12:37:00 a. m.,TRELEASE RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00261-2014,2/4/2014,7:00:00 p. m.,2/4/2014,7:00:00 p. m.,HOPKINS RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400192,2/5/2014,2:23:00 p. m.,2/5/2014,1:00:00 p. m.,ILLINI UNION,THEFT-LOST/MISLAID PROPERTY,ADMIN. CLOSE
,,,,,,,
II1400193,2/5/2014,3:26:00 p. m.,2/5/2014,3:26:00 p. m.,IUB,THEFT-RETAIL,ARREST
,,,,,,,
II1400194,2/5/2014,5:13:00 p. m.,2/5/2014,3:00:00 p. m.,ARC,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1400195,2/5/2014,6:40:00 p. m.,2/5/2014,2:30:00 p. m.,ARC,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1400198,2/5/2014,9:06:00 p. m.,2/5/2014,8:43:00 p. m.,HUFF HALL,CRIMINAL DAMAGE GOVT SUPPORT,STUDENT DISCIPLINE
,,,,,,PROP,REFERRAL
II1400200,2/5/2014,11:04:00 p. m.,2/5/2014,11:04:00 p. m.,TOWNSEND RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140360031,2/5/2014,2:48:00 a. m.,2/5/2014,2:48:00 a. m.,TOWNSEND RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00267-2014,2/5/2014,10:45:00 p. m.,2/5/2014,10:45:00 p. m.,LEONARD RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400199,2/6/2014,9:10:00 p. m.,2/6/2014,9:10:00 p. m.,300 blk of GREEN ST E,CANNABIS-CALCULATED CONSPIRACY,ARREST
,,,,,,,
II1400199,2/6/2014,9:10:00 p. m.,2/6/2014,9:10:00 p. m.,300 blk of GREEN ST E,CANNABIS-DELIVERY OVER 30GM,ARREST
,,,,,,,
II1400199,2/6/2014,9:10:00 p. m.,2/6/2014,9:10:00 p. m.,300 blk of GREEN ST E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1400199,2/6/2014,9:10:00 p. m.,2/6/2014,9:10:00 p. m.,300 blk of GREEN ST E,OBSTRUCTING JUSTICE,PENDING
,,,,,,,
II1400199,2/6/2014,9:10:00 p. m.,2/6/2014,9:10:00 p. m.,300 blk of GREEN ST E,CONTROLLED SUBSTANCE-,ARREST
,,,,,,POSSESSION,
II1400199,2/6/2014,9:10:00 p. m.,2/6/2014,9:10:00 p. m.,300 blk of GREEN ST E,WARRANT-IN STATE,ARREST
,,,,,,,
II1400205,2/6/2014,10:52:00 a. m.,2/6/2014,10:52:00 a. m.,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST
,,,,,,,
II1400207,2/6/2014,2:37:00 p. m.,2/6/2014,2:37:00 p. m.,CULVERS,WARRANT-IN STATE,ARREST
,,,,,,,
II1400208,2/6/2014,3:37:00 p. m.,2/6/2014,3:11:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
II1400213,2/6/2014,11:42:00 p. m.,2/6/2014,9:00:00 p. m.,GRAINGER LIBRARY,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
AI140370010,2/6/2014,12:44:00 a. m.,2/6/2014,12:44:00 a. m.,SIXTH/CHALMERS,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00277-2014,2/6/2014,7:55:00 p. m.,2/6/2014,7:55:00 p. m.,HOPKINS RESD HALL,DRUGS,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400214,2/7/2014,2:58:00 a. m.,2/7/2014,2:55:00 a. m.,SDRP,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1400216,2/7/2014,8:34:00 p. m.,2/7/2014,8:34:00 p. m.,JOHN / THIRD,WARRANT-IN STATE,ARREST
,,,,,,,
FI140380066,2/7/2014,4:00:00 a. m.,2/7/2014,4:00:00 a. m.,TAFT RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI140380042,2/7/2014,2:29:00 a. m.,2/7/2014,2:29:00 a. m.,105 S GREGORY,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00278-2014,2/7/2014,4:00:00 a. m.,2/7/2014,4:00:00 a. m.,BUSEY RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
00284-2014,2/7/2014,9:55:00 p. m.,2/7/2014,9:55:00 p. m.,LEONARD RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
00304-2014,2/7/2014,12:00:00 a. m.,2/7/2014,12:00:00 a. m.,TRELEASE RESD HALL,DRUGS,STUDENT DISCPLINE
,,,,,,,REFERRAL
00681-2014,2/7/2014,1:30:00 p. m.,2/7/2014,1:30:00 p. m.,TAFT RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400217,2/8/2014,12:13:00 a. m.,2/8/2014,12:13:00 a. m.,ALLEN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400217,2/8/2014,12:13:00 a. m.,2/8/2014,12:13:00 a. m.,ALLEN RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,PENDING
,,,,,,,
II1400218,2/8/2014,2:27:00 a. m.,2/8/2014,2:27:00 a. m.,PARKING LOT C-10,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1400218,2/8/2014,2:27:00 a. m.,2/8/2014,2:27:00 a. m.,PARKING LOT C-10,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400218,2/8/2014,2:27:00 a. m.,2/8/2014,2:27:00 a. m.,PARKING LOT C-10,BRINGING CONTRABAND INTO PENAL,ARREST
,,,,,,INST,
II1400218,2/8/2014,2:27:00 a. m.,2/8/2014,2:27:00 a. m.,PARKING LOT C-10,WARRANT-IN STATE,ARREST
,,,,,,,
II1400219,2/8/2014,11:22:00 p. m.,2/7/2014,11:22:00 p. m.,700 blk of DUNLAP,ASSIST CCSO W/ARMED SUBJECT,ADMIN. CLOSE
,,,,,,,
II1400220,2/8/2014,3:13:00 p. m.,2/8/2014,6:00:00 a. m.,TREALEASE RESIDENCE HALL,THEFT OVER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1400221,2/8/2014,6:36:00 p. m.,2/8/2014,6:36:00 p. m.,WILLARD AIRPORT,VIOLATION OF BAIL BOND,ARREST
,,,,,,,
II1400222,2/8/2014,11:15:00 p. m.,2/8/2014,11:15:00 p. m.,HEALEY ST E / SIXTH ST,CANNABIS-POSS 30 GM & UNDER,PENDING
,,,,,,,
II1400222,2/8/2014,11:15:00 p. m.,2/8/2014,11:15:00 p. m.,HEALEY ST E / SIXTH ST,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400222,2/8/2014,11:15:00 p. m.,2/8/2014,11:15:00 p. m.,HEALEY ST E / SIXTH ST,ILLEGAL TRANSPORTATION OF LIQUOR,ARREST
,,,,,,,
FI140390013,2/8/2014,12:33:00 a. m.,2/8/2014,12:33:00 a. m.,COMM UNITED CHURCH,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140390023,2/8/2014,12:50:00 a. m.,2/8/2014,12:50:00 a. m.,GOODWIN/PENN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140390051,2/8/2014,1:56:00 a. m.,2/8/2014,1:56:00 a. m.,PARKING LOT C-10,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI140390115,2/8/2014,8:10:00 a. m.,2/8/2014,8:10:00 a. m.,PHYSICAL PLANT,LIQUOR,ADMIN. CLOSED
,,,,,,,
FI140390456,2/8/2014,11:55:00 p. m.,2/8/2014,11:55:00 p. m.,FOURTH/JOHN,LIQUOR,ADMIN. CLOSED
,,,,,,,
00289-2014,2/8/2014,7:40:00 p. m.,2/8/2014,7:40:00 p. m.,TRELEASE RESD HALL,DISORDERLY SUBJECT,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400223,2/9/2014,11:17:00 a. m.,2/9/2014,11:17:00 a. m.,100 blk of UNIVERSITY AVENUE E,RUNAWAY - MINOR REQUIRE AUTH,PENDING
,,,,,,INTER,
II1400223,2/9/2014,11:17:00 a. m.,2/9/2014,11:17:00 a. m.,100 blk of UNIVERSITY AVENUE E,ASSIST OTHER POLICE DEPT,ADMIN. CLOSE
,,,,,,,
II1400224,2/9/2014,2:27:00 p. m.,1/28/2014,9:00:00 p. m.,TOWNSEND RESIDENCE HALL,THEFT UNDER,ADMIN. CLOSE
,,,,,,,
II1400225,2/9/2014,6:18:00 p. m.,2/9/2014,6:18:00 p. m.,UNIVERSITY AVE / COLER ST,ASSIST CPD W/ROBBERY,ADMIN. CLOSE
,,,,,,,
II1400226,2/9/2014,8:44:00 p. m.,2/9/2014,8:44:00 p. m.,ALLEN RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1400226,2/9/2014,8:44:00 p. m.,2/9/2014,8:44:00 p. m.,ALLEN RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,STUDENT DISCIPLINE
,,,,,,,REFERRAL
II1400228,2/9/2014,11:19:00 p. m.,2/9/2014,11:10:00 p. m.,ILLINI UNION,PUBLIC INDECENCY,PENDING
,,,,,,,
CC1401107,2/9/2014,12:00:00 a. m.,2/9/2014,6:15:00 p. m.,600 blk of WHITE ST E,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
CC1401109,2/9/2014,12:00:00 a. m.,2/9/2014,6:15:00 p. m.,600 blk of E WHITE ST,ROBBERY,REPORTED TO OTHER
,,,,,,,AGENCY
FI140400036,2/9/2014,1:00:00 a. m.,2/9/2014,1:00:00 a. m.,THIRD/GREEN,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
FI140400309,2/9/2014,7:11:00 p. m.,2/9/2014,7:11:00 p. m.,600-BLK GREEN ST,LIQUOR,ADMIN. CLOSED
,,,,,,,
AI140400091,2/9/2014,3:11:00 a. m.,2/9/2014,3:11:00 a. m.,SCOTT RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AI140400101,2/9/2014,6:01:00 a. m.,2/9/2014,6:01:00 a. m.,TOWNSEND RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00298-2014,2/9/2014,8:20:00 p. m.,2/9/2014,8:20:00 p. m.,OGLESBY RESD HALL,DRUGS,STUDENT DISCPLINE
,,,,,,,REFERRAL
II1400227,2/10/2014,6:44:00 p. m.,2/9/2014,6:44:00 p. m.,UNIVERSITY W / COLER,ASSIST PD W/ACCIDENT,ADMIN. CLOSE
,,,,,,,
II1400229,2/10/2014,1:38:00 a. m.,2/10/2014,1:38:00 a. m.,FIFTH ST / JOHN ST,LIQUOR-ILLEGAL CONSUMPTION BY,ARREST
,,,,,,MINOR,
II1400229,2/10/2014,1:38:00 a. m.,2/10/2014,1:38:00 a. m.,FIFTH ST / JOHN ST,RESIST/OBSTRUCT/DISARM AN,ARREST
,,,,,,OFFICER,
II1400230,2/10/2014,9:42:00 a. m.,2/10/2014,9:42:00 a. m.,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST
,,,,,,,
II1400231,2/10/2014,2:00:00 p. m.,2/10/2014,2:00:00 p. m.,ILLINOIS TERMINAL,WARRANT-IN STATE,ARREST
,,,,,,,
II1400233,2/10/2014,4:19:00 p. m.,2/10/2014,4:19:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
II1400233,2/10/2014,4:19:00 p. m.,2/10/2014,4:19:00 p. m.,ILLINI UNION BOOKSTORE,CANNABIS-POSS 30 GM & UNDER,ARREST
,,,,,,,
II1400233,2/10/2014,4:19:00 p. m.,2/10/2014,4:19:00 p. m.,ILLINI UNION BOOKSTORE,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400234,2/10/2014,5:41:00 p. m.,2/10/2014,5:41:00 p. m.,TOWNSEND RESIDENCE HALL,CANNABIS-POSS 30 GM & UNDER,PENDING
,,,,,,,
II1400234,2/10/2014,5:41:00 p. m.,2/10/2014,5:41:00 p. m.,TOWNSEND RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,ARREST
,,,,,,,
II1400235,2/10/2014,6:04:00 p. m.,2/10/2014,6:04:00 p. m.,TOWNSEND RESIDENCE HALL,CANNABIS-DELIVERY 30GM & UNDER,ARREST
,,,,,,,
II1400235,2/10/2014,6:04:00 p. m.,2/10/2014,6:04:00 p. m.,TOWNSEND RESIDENCE HALL,DRUG EQUIPMENT-POSSESSION,PENDING
,,,,,,,
II1400236,2/10/2014,6:43:00 p. m.,2/10/2014,6:43:00 p. m.,ILLINI UNION BOOKSTORE,THEFT-RETAIL,ARREST
,,,,,,,
II1400237,2/10/2014,7:39:00 p. m.,2/10/2014,12:20:00 p. m.,"MATTESON, IL",THEFT UNDER,PENDING
,,,,,,,
II1400328,2/10/2014,1:11:00 p. m.,2/7/2014,4:00:00 p. m.,LINCOLN / FLORIDA,CRIMINAL DAMAGE GOVT SUPPORT,UNFOUNDED
,,,,,,PROP,
AI140410042,2/10/2014,3:08:00 a. m.,2/10/2014,3:08:00 a. m.,CARR RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
AR140410048,2/10/2014,3:36:00 a. m.,1/10/2014,3:36:00 a. m.,CARR RESD HALL,LIQUOR,STUDENT DISCIPLINE
,,,,,,,REFERRAL
00456-2014,2/10/2014,3:02:00 a. m.,2/10/2014,3:02:00 a. m.,CARR RESD HALL,LIQUOR,STUDENT DISCPLINE
,,,,,,,REFERRAL
CSA14-2,2/10/2014,10:04:00 a. m.,2/8/2014,UNKNOWN,THETA XI,SEX OFFENSE,ADMIN. CLOSED
,,,,,,,
